X,Archaea_unknown,Aenigmarchaeota,Altiarchaeota,Asgardarchaeota,Thaumarchaeota,Euryarchaeota,Hadarchaeota,Halobacterota,Hydrothermarchaeota,Iainarchaeota,Micrarchaeota,Nanoarchaeota,Thermoplasmatota,10bav-F6,Bacteria_unknown,Abditibacteriota,Acetothermia,Acidobacteriota,Actinobacteriota,AncK6,Armatimonadota,BHI80-139,Bacteroidota,Bdellovibrionota,CK-2C2-2,Caldatribacteriota,Caldisericota,Calditrichota,Campilobacterota,Chloroflexi,Chrysiogenetota,Cloacimonadota,Cyanobacteria,DTB120,Dadabacteria,Deferribacterota,Deferrisomatota,Deinococcota,Dependentiae,Desantisbacteria,Desulfobacterota,Edwardsbacteria,Elusimicrobiota,Entotheonellaeota,FCPU426,FW113,Fermentibacterota,Fibrobacterota,Firestonebacteria,Firmicutes,Fusobacteriota,GAL15,GN01,Gemmatimonadota,Halanaerobiaeota,Hydrogenedentes,Hydrothermae,LCP-89,Latescibacterota,MAT-CR-M4-B07,MBNT15,Margulisbacteria,Marinimicrobia_(SAR406_clade),Methylomirabilota,Modulibacteria,Myxococcota,NB1-j,NKB15,Nitrospinota,Nitrospirota,PAUC34f,Patescibacteria,Planctomycetota,Poribacteria,Proteobacteria,RCP2-54,SAR324_clade(Marine_group_B),Schekmanbacteria,Spirochaetota,Sumerlaeota,Sva0485,Synergistota,TA06,TX1A-33,Thermodesulfobiota,Verrucomicrobiota,WOR-1,WPS-2,WS1,WS2,WS4,Zixibacteria
Pantanal_pasture_2,9.125,34.625,48.75,1,393.375,1120.25,0.75,817.5,0,0.125,18.25,357.375,201.75,0,215.625,0.125,0,4877,2698,0,191.75,0,2912,401,0.625,1.25,6.25,0.25,1.25,7143.625,0.875,5.375,924.125,0,0.125,0,0.375,0.625,62.875,0,1010.75,0,133.875,0,55.375,0,0,145.875,4,2567.375,7.5,0.75,0,392.5,0.125,31.125,0,7.25,182.875,0,10.25,8.5,1,196.625,9.75,2616,1.25,0,0.125,20.875,0.875,211.875,2161.375,0,8040.375,31.125,60.875,0,642,36.375,178,0,19.875,2.625,0,2188.875,3.875,83.625,6,4,13,105
Pantanal_pasture_3,77.875,120.5,61.125,96.625,965.5,901,11.75,859.875,0,0.5,62.625,1162.125,647.875,0,281.125,0.25,8.75,4611.5,1320.75,1,181.125,0,3597.875,193.375,0.75,1.125,12.375,2.875,1.125,8144.75,0,104.125,975.875,0,0,0,9.375,1.5,42.375,0.5,1818.375,0,244.25,0,83.5,0,6.25,156.25,5,1163.5,17.625,0.125,0.625,625.125,0.375,42.5,0,30.75,345.125,0,85.25,15.5,1.125,244,24.75,2984.25,0.375,0,6.625,338.125,0.125,828.5,2472.25,1.25,5470.625,86.25,57.375,0,1343,42.75,782.375,0,93.875,5.375,0,3712,71.125,64.25,4.375,26.5,12,146.875
Pantanal_swamp_forest,4.75,10.625,9,0.625,309.75,330.625,0.375,401.875,0,0,3.625,112.25,82.375,0,108.625,0.125,0,8857.75,2495.875,0,111.375,0,1588,318.5,0.375,0.75,0.375,0,0.125,7801.25,0.125,2,482.75,0,7.75,0,0.25,0.625,56.875,0,1025.875,0,179.75,8.25,69.75,0,0,64.875,1.875,838.25,30.75,15.5,0,304.375,0,6.875,0,1.125,96.125,0,26.125,3.125,0.25,282.875,0,2083.75,6.75,0,0.125,39.375,0,146.375,2352.75,0.125,8056.25,263.625,22.125,0,374.125,19.25,302.75,0,6.875,0,0,4222.625,3.5,120,1,1.25,5.375,18.625
Quebec_drained_bog,5.714285714,3.571428571,0.142857143,0,477.8571429,9.571428571,0,66.28571429,0,0,1,84,66.85714286,1.142857143,148.1428571,3.285714286,0,9363.714286,5443.285714,0.857142857,338.4285714,0,3537,345.4285714,0,1.428571429,0.428571429,0.142857143,29.57142857,2828,0,6,396.7142857,0.285714286,4.571428571,0,0,0.142857143,130.4285714,0,861.7142857,0,174,16.14285714,42.85714286,0.142857143,0,50.14285714,0.285714286,649.1428571,13.71428571,3.428571429,0,1618.571429,0,18.85714286,0,0.571428571,274.4285714,0,63.28571429,6.571428571,0,315.8571429,0,1363.571429,53.57142857,0,0.142857143,287.2857143,0.428571429,708.1428571,2805.142857,0,14592.71429,150.8571429,45.85714286,0,252.2857143,61.85714286,2.285714286,0,0,0,0,2473.428571,0.571428571,166.8571429,4.428571429,6.285714286,13.42857143,22.57142857
Quebec_transitional_bog,0,0,0,0,8604,0,0,14,0,0,24,0,4802,0,55,0,0,60720,2482,0,53,0,971,195,0,1,0,0,1,898,0,0,504,0,0,0,0,0,806,0,506,0,308,0,274,0,0,3,0,265,0,247,0,86,0,0,0,0,7,0,0,0,0,0,0,1052,0,0,0,529,0,79,9508,0,22972,8449,1,0,58,7,2,0,0,0,0,11449,0,1290,2,0,0,0
Romania_bog_1,0,0,0,0,88.33333333,79.33333333,0,4.666666667,0,0,2.666666667,0,19,0,102,0,0,16235.33333,1063.666667,0,95.66666667,0,524.6666667,205.6666667,0,0.333333333,0,0,6.666666667,15.33333333,0,0,808.3333333,0,0.333333333,0,0,0,140.3333333,0,28,0,20,0.333333333,35.66666667,0,0,5.666666667,0,74,0,1.333333333,0,19.33333333,0,2,0,0,4.666666667,0,0,0,0.666666667,0.333333333,0,399,0.666666667,0,0,5.666666667,0,34.33333333,2802,0,7284.333333,1371.666667,0,0,2.333333333,0,0,0,0,0,0,2977.333333,0,764,0,0,0,0
Romania_bog_2,0,0,0,0,416.7777778,126.6666667,0,448.7777778,0,0,1,0.111111111,84,0,95.55555556,0.222222222,0,23907.11111,1090.222222,0,57.33333333,0,324,208.3333333,0,0.111111111,0,0,8,207.8888889,0,0.222222222,272.2222222,0,0,0,0,0,357.4444444,0,501.4444444,0,16.11111111,0.111111111,48.22222222,0,0,3.666666667,0,163.7777778,0,0.444444444,0,9.333333333,0,0.111111111,0,0,7.555555556,0,0.111111111,0,0,0.111111111,0,305.7777778,0,0,0,21.44444444,0,36.22222222,2250.444444,0,9168.555556,546.2222222,0.333333333,0,12.88888889,1.222222222,0.111111111,0,0,0,0,2479.111111,0,361.1111111,0.111111111,0.111111111,2.111111111,0.111111111
Romania_bog_forest_1,1.333333333,1.333333333,0,0,247.3333333,71.66666667,0,46.33333333,0,0,4,68.33333333,26,0,189,1.666666667,0,16741.66667,3412.333333,0,228,0.333333333,2708.333333,385.3333333,0,0.333333333,0,0,7.666666667,1811.666667,0,0,262.6666667,0,0,0,0,0,148.6666667,0,489,0,405,0,122,0,0,137.6666667,1,377.6666667,0,8.333333333,0,156.3333333,0,2,0,0,76.66666667,0,72.66666667,0.333333333,1.666666667,10,0,2520,0.333333333,0,0.666666667,349.3333333,0,758.3333333,3805.333333,0,23075.33333,321.3333333,16.33333333,0,143,16.33333333,10.66666667,0,0,0,0,4935.666667,3,317.6666667,1.333333333,0.666666667,5.333333333,0
Romania_bog_forest_2,0,0,0,0,331.625,25.125,0,36.5,0,0,0.5,0,97,0,68.875,0.5,0.125,24170.5,1201.25,0,41.625,0,425.75,119.875,0,0,0,0,7.375,156.25,0,0,472.5,0,0,0,0,0,178.875,0,326.5,0,45.5,0.25,48.5,0,0,4.625,0,158,0,0.5,0,18,0,0.625,0,0,8.75,0,3.375,0,0,2,0,472.625,0,0,0,142.25,0,25,2232.625,0,9729.125,771.125,0,0,7.875,2.5,1.625,0,0,0,0,2625.375,0,323.5,0.5,0,3,0.125
Siberia_bog,0.111111111,0,0,0,89.33333333,51.55555556,0,169.2222222,0,0,0.555555556,0.333333333,17.22222222,0,105.4444444,0.888888889,0,15674.66667,906.2222222,0,223.8888889,0,738.3333333,289.3333333,0,0.222222222,0,0,10.66666667,210,0,0,412.8888889,0,0,0,0,0,200.6666667,0,181.3333333,0,22.77777778,0,40.55555556,0,0,0.222222222,0.444444444,275.1111111,0,0,0,3.888888889,0,0,0,0,2.111111111,0,0.111111111,0,11.22222222,0,0,310.7777778,0.111111111,0,0,44.66666667,0,38.44444444,3106.333333,0,9284,10.11111111,0.444444444,0,10.44444444,3,1.111111111,0,0,0,0,6065.444444,0,1787,0,0,3.555555556,0
Siberia_bog_forest,0,0,0,0,54.33333333,0.25,0,0.833333333,0,0,0.416666667,0.416666667,4.833333333,0,192.9166667,2.166666667,0,8514.5,2980.75,0,401.3333333,0,2546.916667,647.9166667,0,0.166666667,0,0,1.416666667,20.16666667,0,0.083333333,1143,0,0,0,0,0,168.8333333,0,15.16666667,0,30.75,0,116.3333333,0,0,0,0,76.5,0,0.25,0,23.66666667,0,0.333333333,0,0,0.25,0,0.166666667,0,1.75,0.25,0,584,0.083333333,0,1.75,0.666666667,0,194.9166667,3225.666667,0,16449.83333,64.25,0.583333333,0,6.75,0,0.75,0,0,0,0,5360.666667,0,2061.333333,0,0,0,0.083333333
Siberia_fen,1.5,1,1.333333333,0,473.8333333,198.3333333,0,101,0,0,0,200.3333333,17,0,70.5,0.5,0,6556.333333,2280.666667,0,86.16666667,0,2697.5,106.6666667,0,0.333333333,0,0,134.6666667,3001.833333,0,3.833333333,154.1666667,0,0,0,0.333333333,0,103.3333333,0,1485.5,0.166666667,289.5,0,15.33333333,0,0,31.16666667,1.166666667,616.3333333,10.5,0,0.166666667,610.3333333,0,4.5,0,0,50.66666667,0,141,0.166666667,1.666666667,87.33333333,0,828.8333333,10.33333333,0,0,555.3333333,0,730.6666667,1158.166667,0,7697,132.8333333,4,0,162.3333333,15.16666667,98,0,0.666666667,0.166666667,0,2487.5,1.833333333,148.3333333,7.333333333,1,3.5,0.833333333
Taiwan_fen,36.27777778,218.2222222,95.88888889,32.22222222,1912.777778,659.2777778,8.555555556,881.3333333,0,5.277777778,121,1143.722222,616.1666667,0.055555556,378.6111111,0.666666667,14,7258.055556,1301,1.555555556,215.7222222,0,5734.166667,467.2777778,6.444444444,1.666666667,1.166666667,2.777777778,15.5,5233.444444,0,19.55555556,237.8333333,0,1,0,7.833333333,0.055555556,173.8888889,1.611111111,5743.833333,6.666666667,455.2222222,11.22222222,94.16666667,0.388888889,0,342.3888889,5.666666667,2422.277778,58.11111111,2.5,3.777777778,330.6111111,0,40.22222222,0,31.11111111,328.2777778,0,257.0555556,21.05555556,3.555555556,370.8333333,7.777777778,3881.166667,37,0,18.38888889,2137.888889,3.777777778,1585.555556,3602.388889,0.222222222,19770,145.5,175.1111111,0.444444444,1584.166667,39.5,628.1111111,0,69.38888889,0.888888889,0.166666667,3314.277778,115.3888889,51.88888889,10.72222222,16,10.88888889,160.9444444
Taiwan_recreation,35.66666667,227.5555556,174.1111111,55.66666667,1659.055556,688.8333333,10.72222222,1887.722222,0.055555556,1.888888889,173.6666667,1147.5,1256.111111,0,389.0555556,0.555555556,66.72222222,5419.333333,892.2222222,2.5,235.2222222,0,8563.222222,326.5555556,1.333333333,2.444444444,31.66666667,20.88888889,5,8695.333333,0,273.5,453.6666667,0,0.722222222,0,6.555555556,0,157.0555556,1,6483.333333,5.444444444,378.2777778,1.277777778,107.9444444,0.555555556,4.222222222,401.7222222,9.555555556,1610.722222,16.66666667,1.333333333,24.5,208.0555556,0,77.44444444,0,120.5555556,490.0555556,0.5,124.5555556,26.94444444,2.555555556,315.5,52.61111111,3453.388889,11.16666667,0.333333333,17.05555556,1555.888889,3.333333333,1534.611111,3133.5,0.833333333,8409.277778,34.88888889,351.7222222,0.722222222,2818.333333,67.05555556,1067.888889,0.5,153.1111111,0.611111111,0.111111111,3229.111111,171.1111111,15.44444444,18,40.05555556,8.444444444,367.3333333
Tasmania_blanket_bog,0,0,0,0,10.33333333,0,0,0.222222222,0,0,1.222222222,0.222222222,0.111111111,0,308.2222222,0.666666667,0,6075,1332.444444,0,166.2222222,0,1596.111111,287.3333333,0,0,0,0,0,306.8888889,0,0,848.1111111,0,0,0,0,0,520.1111111,0,10.88888889,0,35.88888889,0.333333333,5.888888889,0,0,0,0,166.2222222,0,0,0,102,0,0.222222222,0,0,2,0,0.333333333,0,0.111111111,0.333333333,0,646.4444444,0.222222222,0,0,5.111111111,0,19.77777778,2410,0,15382.33333,56,44.88888889,0,95.22222222,0,0.666666667,0,0,0,0,4591.222222,0,859.4444444,0,0,0,1.111111111
Tasmania_drained_fen_1,0,0,0,0,301.3333333,1,0,0.333333333,0,0,2.666666667,2,1.333333333,0,66.33333333,4.333333333,0,10435.66667,14404,0,221,0,2370.666667,165.3333333,0,0.666666667,0,0,5.333333333,1810,0,0,66.66666667,0,0,0,0,0,39,0,202.3333333,0,95,0.666666667,7,0,0,41,0,4730.666667,0,0,0,728.3333333,0,4.333333333,0,0,21.33333333,0,33,0,0,56.66666667,0,3089,1,0,0.333333333,142.3333333,0,244,3807.666667,0,16071.33333,49.66666667,22.66666667,0,4.666666667,24,0.666666667,0,0,0,0,3344.333333,0,109.6666667,0,3.666666667,5,0
Tasmania_drained_fen_2,0,0,0,0,313,2,0,0,0,0,0,5,2,0,61.5,0,0,2739.5,6258,0,63.5,0,2706.5,157,0,0,0,0,0,1248.5,0,1.5,24.5,0,3,0,0,0,40.5,0,329.5,0,9.5,61.5,1,0.5,0,20.5,0,1595,0,0,0,440,0,1.5,0,0,61,0,44,0,0,290.5,0,1614,55.5,0,0,296.5,0,60,1442,0,8888,25.5,18.5,0,6,19.5,0.5,0,0.5,0,0,1104.5,0,15.5,0,2,1,0.5
Tasmania_fen,4.333333333,5.666666667,4.666666667,2,218.6666667,196.6666667,0,201.3333333,0,0,2,150,58,0.666666667,288,0,0,3020.666667,2050,0.666666667,137.3333333,0,5218.333333,293,0,0.666666667,2.333333333,1,253,3544,0,10.66666667,927.3333333,0,3.666666667,0,0.333333333,0,73,0,3541.333333,0,137,0.666666667,38.33333333,1.333333333,0,95.66666667,1,959,25.66666667,0,1,992,0,22,0,5,258,0,228.3333333,2.333333333,0,117.6666667,0,2446.333333,239,0,19,753.6666667,0.333333333,477,2024.666667,0,14583.33333,64,51,0,286,31.66666667,148.6666667,0,5.333333333,0,0,2622.333333,2.666666667,4,6.666666667,9.666666667,3,78.66666667
Tasmania_raised_bog,0,0,0,0,413.4444444,0,0,27.44444444,0,0,0.333333333,46,15.77777778,0,68.22222222,10.11111111,0.111111111,4366.222222,1113,0,74.77777778,0,1320.555556,114.6666667,0,0.111111111,0,0,2.777777778,776.7777778,0,0,33.55555556,0,4.222222222,0,0,0,245.4444444,0,688,0,30,7.333333333,22.11111111,0,0,7,0,107.4444444,0,0.333333333,0,116.2222222,0,2.111111111,0,0,46.11111111,0,65.22222222,0,0.222222222,175.4444444,0,682.3333333,77.88888889,0,0,443.7777778,0,78,1444.777778,0,8143.777778,126.6666667,94.77777778,0,283.6666667,3.333333333,55.55555556,0,0,0,0,1635.777778,0,181.6666667,1,0,0.111111111,3
Tierra_del_Fuego_bog,0.266666667,0,0,0,674.6,4.066666667,0,2.066666667,0,0,13.46666667,6.866666667,169.8666667,0,69.66666667,7.733333333,0,14799.4,2048.733333,0,450.8666667,0,2292.333333,302.1333333,0,0.2,0,0,12.2,255.1333333,0,0,198.6666667,0,0,0,0,0,386.3333333,0,47,0,176.0666667,0.133333333,172.4,0,0,16.4,0,308.4,0,3.333333333,0,75.66666667,0,0,0,0,7.066666667,0,0.266666667,0,0.2,0.266666667,0,1030.6,0.133333333,0,0.066666667,23,0,543,2972.333333,0,10715.4,549.5333333,5.8,0,20.86666667,0.666666667,0.333333333,0,0,0,0,8469.866667,0,636,0,0,1.333333333,0
Tierra_del_Fuego_fen,0.866666667,0.533333333,6.266666667,0,61.66666667,27.93333333,0,24.93333333,0,0.066666667,3.2,30.33333333,6.4,0,73.53333333,0.866666667,0,1659.8,1033.266667,0,39.93333333,0,1289.133333,55.06666667,0,0.466666667,0.6,0,0.333333333,1391.933333,0,0.466666667,16.46666667,0,0,0,0,0,36.86666667,0,584.2,0.066666667,32.26666667,0.4,9.733333333,0,0,25.93333333,0.266666667,85.8,0.733333333,0.066666667,0.6,122.0666667,0,2.266666667,0,0.666666667,85.13333333,0,140.1333333,0.133333333,0.2,182.8666667,0.533333333,513.2666667,142.6,0,0.133333333,86.73333333,0,171.8,989.4666667,0.4,5376.2,12,6.8,0,60.2,4.4,37.26666667,0,15.6,0,0,1058.2,0.266666667,6.466666667,2.533333333,4.4,0.733333333,4.933333333
Uganda_drained_fen_1,3.166666667,11.83333333,1.833333333,13.33333333,928,11,13.16666667,81.16666667,0,0,6.833333333,69.66666667,43.83333333,0.166666667,83.16666667,0.333333333,0.166666667,4442.666667,914.5,0.333333333,99.83333333,0,2098.166667,94.16666667,0,0.166666667,0,0,6.333333333,2193.833333,0,5.833333333,47.16666667,0,15,0,0.5,0,100.3333333,0.166666667,704,0.5,110.3333333,4.333333333,41.5,0.333333333,0,36,0.333333333,188.5,0.333333333,10.83333333,0.5,475.6666667,0,14,0,3.166666667,187.1666667,0,123.5,0.5,0.166666667,253.5,0,997,47.66666667,0,0,577.8333333,0,187.5,1769.166667,0,6850.5,141.3333333,133.8333333,0,335.6666667,17.33333333,511.5,0.166666667,2.166666667,0,0,1470,3.166666667,81,2.5,10,2.666666667,51.5
Uganda_drained_fen_2,1.909090909,2,0.454545455,2.636363636,450.2727273,8,1.636363636,25.54545455,0,0.181818182,9,53.45454545,26.54545455,0.090909091,62.18181818,0,0,3869.636364,993.6363636,0.181818182,77.18181818,0,1560.909091,105.3636364,0,0.181818182,0.272727273,0.818181818,10.81818182,1552.727273,0,6.272727273,30.36363636,0.909090909,5.363636364,0,0.090909091,0,73.36363636,0,499.4545455,0.636363636,86.54545455,18.18181818,27.63636364,0.090909091,0,30.90909091,0.090909091,400.7272727,1.545454545,5.909090909,0.272727273,486.6363636,0,6.272727273,0,0.272727273,133.1818182,0,128.6363636,0.363636364,0.090909091,193.4545455,0,895.5454545,64.54545455,0,0,444.5454545,0,161.5454545,1398.181818,0,6675.363636,130.5454545,98.36363636,0,201.0909091,14.81818182,172.9090909,0,0.090909091,0,0,1173.454545,1.727272727,91.27272727,0.454545455,3.636363636,1.636363636,22
Uganda_fen,3.666666667,2.5,4.833333333,3.166666667,485.3333333,153.1666667,0,153.1666667,0,0,3.333333333,262.8333333,20.83333333,0,54.16666667,0,0.166666667,2678.333333,590,0,43.33333333,0,3006.333333,40,0,0.5,0.333333333,0,188.5,2346.333333,0,174.8333333,42.83333333,0,0,0,0.166666667,0,28.16666667,0,1097.166667,0,44.66666667,0,28.16666667,0.5,0,63,0.333333333,859,0.5,0,0,179.5,0,8.5,0,1.833333333,33.66666667,0,32.5,1.833333333,3.166666667,14,0,498.5,0,0,0,498.6666667,0,245.6666667,813,0,4012.666667,191.8333333,1.833333333,0,483.3333333,13.83333333,22.83333333,0,0.166666667,0.333333333,0,1395.333333,17.16666667,139.1666667,4.666666667,4.166666667,1.333333333,15.16666667
Uganda_rice_paddy,28.16666667,12,8.333333333,30.66666667,919.3333333,107.5,14.66666667,475.8333333,0,0,8.833333333,109.6666667,1918.5,0,370.8333333,1,12.5,3843.333333,2679.333333,0.333333333,206.5,0,2708.333333,141,0,0,0.166666667,12.66666667,5.666666667,10238.5,0,0,2981.666667,0,14.5,0,4,0.166666667,60.66666667,0,2889,0,48.16666667,0.166666667,28,0,0,38.66666667,0,2519.666667,1.833333333,3.333333333,7.333333333,1398,0,27.16666667,0,10.5,207.3333333,0,398.6666667,0,0,555.3333333,3,2694.333333,13.66666667,0,3.166666667,1704,0,2769.5,1994.666667,0.166666667,14704.66667,241.1666667,23.16666667,0,779.5,55.66666667,1364.166667,0,16.33333333,11.16666667,0,2207.166667,0.833333333,2.166666667,3.833333333,2.833333333,5.833333333,40.16666667
Wales_blanket_bog,1.625,0.125,0,1.125,1000.75,7.5,0,253.625,0,0,49.75,141,380.5,0,89.75,1,0,9497,830.25,0,159.875,0,1703.375,107,0,0,0,0,1.5,847.875,0,0,93,0,0,0,0,0,103.25,0,1167.5,0,196.25,0,106.75,0,0,55.375,4.75,44.625,0,2.625,0,31.75,0,2.75,0,0,14.25,0,4.5,0,0.25,26.25,0,943.875,0.125,0,0,1170.125,0,270,2281,0,5604.125,279.25,24,0,265.25,10.5,5.25,0,0.375,0,5.125,4484.5,8.375,395.625,7.875,0,1.875,0
Wales_drained_bog,0.333333333,0,0,0,391.6666667,7.833333333,0,29.83333333,0,0,10.16666667,4.833333333,198.1666667,0,39.5,0.333333333,0,11199,1102.166667,0,182.8333333,0,567.3333333,101.8333333,0,0,0,0,0.166666667,68.66666667,0,0,223.5,0,0,0,0,0,107.3333333,0,642.3333333,0,80.66666667,0,103.5,0,0,4.166666667,0,37.66666667,0,37.83333333,0,33.5,0,0.166666667,0,0,2.166666667,0,0,0,0,0.166666667,0,895,0,0,0,440.5,0,101.3333333,3377.833333,0,8550.333333,1269.166667,9.5,0,119.3333333,3.333333333,0.833333333,0,0,0,0,4079.166667,0,803.3333333,0.333333333,0,0.5,0
Wales_fen,1.625,0,0,0.125,623.5,7.75,0,315,0,0,19.875,377.875,327.625,0,107.5,1.75,0.125,11899.75,1248.25,0,111.875,0,2652.75,145.625,0.125,0,0,0,0.125,1206.625,0,0,175.25,0,0,0,0,0,63.875,0,1319.25,0,127,0.125,110.125,0,0,96.75,0.75,231.375,0,3.75,0,129.75,0,5.25,0,0,55,0,66.375,0.125,0.25,14.375,0,1429.625,45.375,0,0,1182.625,0,408.125,3339.625,0,10890.625,1588.25,32,0,584.5,8.375,20.625,0,0.125,0,1.375,4055.625,42,84.125,3,0.25,1.625,3.125
